Comercio Formal,,,,
Unidad,Nombre Unidad,Zona Coplademun,Giro,Cantidad
1,12 de diciembre,7,ABARROTES EN GENERAL,12
1,12 de diciembre,7,ESTETICA,1
1,12 de diciembre,7,MISCELANEA,1
1,12 de diciembre,7,PINTURAS,1
1,12 de diciembre,7,TORTILLERÍA,1
2,27 de Septiembre,1B,ABARROTES EN GENERAL,7
2,27 de Septiembre,1B,ABARROTES EN GENERAL CON CERVEZA,1
2,27 de Septiembre,1B,ALBERCA,1
2,27 de Septiembre,1B,ALIMENTO PARA ANIMALES,1
2,27 de Septiembre,1B,ALIMENTOS Y BEBIDAS,1
2,27 de Septiembre,1B,Boneteria y Merceria,1
2,27 de Septiembre,1B,CARPINTERÍA Y TAPICERÍA,1
2,27 de Septiembre,1B,CONSULTORIO DENTAL,1
2,27 de Septiembre,1B,ESTÉTICA,1
2,27 de Septiembre,1B,FARMACIA,1
2,27 de Septiembre,1B,"JUGOS, CHOCOMILES Y CENA",1
2,27 de Septiembre,1B,Manufactura Domiciliaria,1
2,27 de Septiembre,1B,Maquinaria en General,1
2,27 de Septiembre,1B,Oficinas Administrativas,2
2,27 de Septiembre,1B,Panaderia,1
2,27 de Septiembre,1B,Papeleria,3
2,27 de Septiembre,1B,Ropa,1
2,27 de Septiembre,1B,TALLER,1
2,27 de Septiembre,1B,Tapiceria,1
2,27 de Septiembre,1B,VENTA Y EMPAQUE DE ESPEJOS,1
5,Agraria,1A,ABARROTES EN GENERAL,1
5,Agraria,1A,Accesorios,1
5,Agraria,1A,AGENCIA DE AUTOS,1
5,Agraria,1A,Alimentos,1
5,Agraria,1A,CAFETERÍA,1
5,Agraria,1A,DEPOSITO DE CERVEZA,1
5,Agraria,1A,DISCOTEQUE CON BAR,1
5,Agraria,1A,DULCERÍA,1
5,Agraria,1A,Escuela Preescolar,1
5,Agraria,1A,Farmacia,1
5,Agraria,1A,FERRETERÍA Y TLAPALERÍA,1
5,Agraria,1A,FLORERÍA,1
5,Agraria,1A,GASOLINERIA,1
5,Agraria,1A,MINI SÚPER,1
5,Agraria,1A,Oficina Administrativa,2
5,Agraria,1A,REFACCIONARÍA,1
5,Agraria,1A,Restaurant,1
5,Agraria,1A,RESTAURANTE BAR,3
5,Agraria,1A,SALÓN PARA FIESTAS,1
5,Agraria,1A,TALLER MECÁNICO,1
6,"Agrícola, La",8,Abarrotes,35
6,"Agrícola, La",8,Accesorios automotrices,1
6,"Agrícola, La",8,Adiestramiento de caninos,1
6,"Agrícola, La",8,Agencia autos seminuevos,1
6,"Agrícola, La",8,Alimentos,9
6,"Agrícola, La",8,Aluminio,1
6,"Agrícola, La",8,Artesanias,2
6,"Agrícola, La",8,Articulos de belleza,2
6,"Agrícola, La",8,Articulos de limpieza (Albercas),1
6,"Agrícola, La",8,Articulos fotograficos,1
6,"Agrícola, La",8,Bazar,4
6,"Agrícola, La",8,Blancos,1
6,"Agrícola, La",8,Bodega,8
6,"Agrícola, La",8,Boneteria y merceria,1
6,"Agrícola, La",8,Cancha deportiva de futbol rapido,1
6,"Agrícola, La",8,Carniceria,2
6,"Agrícola, La",8,Carpinteria,3
6,"Agrícola, La",8,Compra venta de birlos y tornillos,1
6,"Agrícola, La",8,"Compra venta de chatarra, aluminio, cartón, etc.",1
6,"Agrícola, La",8,Consultorio médico,2
6,"Agrícola, La",8,Consultorio odontologico dental,2
6,"Agrícola, La",8,Cremeria,1
6,"Agrícola, La",8,"Elavoracion y venta de cajeta, mermelada y dulces",1
6,"Agrícola, La",8,Escuela preescolar,1
6,"Agrícola, La",8,Estacion de gas,1
6,"Agrícola, La",8,Estetica,11
6,"Agrícola, La",8,Estudio fotografico,1
6,"Agrícola, La",8,Expendio de Pollo,2
6,"Agrícola, La",8,Fabricas e Industrias,15
6,"Agrícola, La",8,Farmacia,7
6,"Agrícola, La",8,Ferreteria,2
6,"Agrícola, La",8,Floreria,2
6,"Agrícola, La",8,Gasolinera,1
6,"Agrícola, La",8,Herreria,5
6,"Agrícola, La",8,Institucion bancaria y de crédito,1
6,"Agrícola, La",8,Juegos de Video,7
6,"Agrícola, La",8,Jugueteria,1
6,"Agrícola, La",8,Lavanderia,1
6,"Agrícola, La",8,Llantera,6
6,"Agrícola, La",8,Madereria,2
6,"Agrícola, La",8,Manufactura domiciliaria,1
6,"Agrícola, La",8,Maquila en giro vigente,1
6,"Agrícola, La",8,Maquinaria en general,1
6,"Agrícola, La",8,Materiales para construccion,2
6,"Agrícola, La",8,Materiales para Contruccion,8
6,"Agrícola, La",8,Minisuper,2
6,"Agrícola, La",8,Minisuper con venta de cerveza vinos y licores,2
6,"Agrícola, La",8,Miselanea,2
6,"Agrícola, La",8,Muebleria,2
6,"Agrícola, La",8,Obrador,1
6,"Agrícola, La",8,Oficinas  Administrativas,8
6,"Agrícola, La",8,Optica,1
6,"Agrícola, La",8,Paleteria,3
6,"Agrícola, La",8,Panaderia,2
6,"Agrícola, La",8,Papeleria,7
6,"Agrícola, La",8,Purificacion de agua para consumo humano,3
6,"Agrícola, La",8,Refaccioinaria,6
6,"Agrícola, La",8,Refacciones Nuevas,1
6,"Agrícola, La",8,Regalos,1
6,"Agrícola, La",8,Renta de sistema de computo,2
6,"Agrícola, La",8,Renta inmobilarioa de articulos para fiesta,1
6,"Agrícola, La",8,Reparacion de carroceria,1
6,"Agrícola, La",8,Ropa,4
6,"Agrícola, La",8,Salón de belleza,1
6,"Agrícola, La",8,Taller,4
6,"Agrícola, La",8,Taller de aparatos electronicos y electricos,4
6,"Agrícola, La",8,Taller de mofles,1
6,"Agrícola, La",8,Taller de muelle,1
6,"Agrícola, La",8,Taller de soldadura,2
6,"Agrícola, La",8,Taller de torno,2
6,"Agrícola, La",8,Taller mecanico,8
6,"Agrícola, La",8,Telefonos celulares,1
6,"Agrícola, La",8,Tienda de deportes,1
6,"Agrícola, La",8,Tller autoelectrico,2
6,"Agrícola, La",8,Tortilleria,2
6,"Agrícola, La",8,Venta de bebidas de baja graduacion y deposito,3
6,"Agrícola, La",8,Vidriera,1
6,"Agrícola, La",8,Vinos y licores en vianterias y giros similares,1
7,Agua Blanca Poblado,8,Abarrotes,23
7,Agua Blanca Poblado,8,Academia de actividades deportivas y de esparcimiento,3
7,Agua Blanca Poblado,8,Academia de natacion,1
7,Agua Blanca Poblado,8,Accesorios,1
7,Agua Blanca Poblado,8,Accesorios automotrices,1
7,Agua Blanca Poblado,8,Acuario,1
7,Agua Blanca Poblado,8,Agencia de mensajeria y paqueteria,3
7,Agua Blanca Poblado,8,Alimentos,14
7,Agua Blanca Poblado,8,Alimentos para uso amimal,2
7,Agua Blanca Poblado,8,Almacen,2
7,Agua Blanca Poblado,8,Aluminio,1
7,Agua Blanca Poblado,8,Articulos de belleza,1
7,Agua Blanca Poblado,8,Autobaño,3
7,Agua Blanca Poblado,8,Bazar,2
7,Agua Blanca Poblado,8,Bebidas sin contenido de alcohol,1
7,Agua Blanca Poblado,8,Bisuteria,1
7,Agua Blanca Poblado,8,Blancos,1
7,Agua Blanca Poblado,8,Bodegas,6
7,Agua Blanca Poblado,8,Boneteria y merceria,2
7,Agua Blanca Poblado,8,Carniceria,2
7,Agua Blanca Poblado,8,Cereales y semillas,1
7,Agua Blanca Poblado,8,Clases de regularizacion,1
7,Agua Blanca Poblado,8,Consultorio medico,1
7,Agua Blanca Poblado,8,Consultorio odontologico,2
7,Agua Blanca Poblado,8,Cremerias,3
7,Agua Blanca Poblado,8,Dulceria,4
7,Agua Blanca Poblado,8,Envasado de alcohol,1
7,Agua Blanca Poblado,8,Equipo,1
7,Agua Blanca Poblado,8,Estetica,14
7,Agua Blanca Poblado,8,Expendio de pollo,2
7,Agua Blanca Poblado,8,Fabricas e industrias,14
7,Agua Blanca Poblado,8,"Farmacias
",2
7,Agua Blanca Poblado,8,Ferreteria,6
7,Agua Blanca Poblado,8,Floreria,1
7,Agua Blanca Poblado,8,Frutas y verduras,3
7,Agua Blanca Poblado,8,Gasolinera,1
7,Agua Blanca Poblado,8,Herreria,1
7,Agua Blanca Poblado,8,Imprenta,1
7,Agua Blanca Poblado,8,Instalacion de vidrios y aluminio,1
7,Agua Blanca Poblado,8,Juegos de video,3
7,Agua Blanca Poblado,8,Labrado y corte artesanal de cantera,1
7,Agua Blanca Poblado,8,Lavanderia,1
7,Agua Blanca Poblado,8,Llantera,2
7,Agua Blanca Poblado,8,Madereria,2
7,Agua Blanca Poblado,8,Maquila y empaque de dulces,1
7,Agua Blanca Poblado,8,Maquinaria agricola,1
7,Agua Blanca Poblado,8,Maquinaria en general,1
7,Agua Blanca Poblado,8,Material electrico,1
7,Agua Blanca Poblado,8,Materiales de construccion,7
7,Agua Blanca Poblado,8,Minisuper,1
7,Agua Blanca Poblado,8,Miselanea,1
7,Agua Blanca Poblado,8,Mnufactura,4
7,Agua Blanca Poblado,8,Mueblerias,3
7,Agua Blanca Poblado,8,Oficinas administrativas,20
7,Agua Blanca Poblado,8,Panaderia,2
7,Agua Blanca Poblado,8,Papeleria,3
7,Agua Blanca Poblado,8,Papeleria,2
7,Agua Blanca Poblado,8,Pinturas,5
7,Agua Blanca Poblado,8,Planchaduria,1
7,Agua Blanca Poblado,8,Plasticos,1
7,Agua Blanca Poblado,8,Prestacion de servicios,1
7,Agua Blanca Poblado,8,Prestamos prendarios,1
7,Agua Blanca Poblado,8,Purificacion y envasado de agua para consumo humano,1
7,Agua Blanca Poblado,8,Refaccionaria,1
7,Agua Blanca Poblado,8,Regalos,4
7,Agua Blanca Poblado,8,Renta de sistema de computo,4
7,Agua Blanca Poblado,8,Reparacion de partes mecanicas e hidraulicas,1
7,Agua Blanca Poblado,8,Ropa,4
7,Agua Blanca Poblado,8,Rosticeria,4
7,Agua Blanca Poblado,8,salon de belleza,1
7,Agua Blanca Poblado,8,Salon de eventos,2
7,Agua Blanca Poblado,8,Salon para fiestas infantiles,2
7,Agua Blanca Poblado,8,Taller autoelectrico,1
7,Agua Blanca Poblado,8,Taller compresora de aire,1
7,Agua Blanca Poblado,8,Taller de aparatos electronico y electricos,1
7,Agua Blanca Poblado,8,Taller de bicicletas,1
7,Agua Blanca Poblado,8,Taller de calzado,1
7,Agua Blanca Poblado,8,Taller de joyeria,1
7,Agua Blanca Poblado,8,Taller de torno,2
7,Agua Blanca Poblado,8,Taller mecanico,1
7,Agua Blanca Poblado,8,Tapiceria,2
7,Agua Blanca Poblado,8,Telefonos celulares,2
7,Agua Blanca Poblado,8,Terraza tipo A,1
7,Agua Blanca Poblado,8,Tintoreria,1
7,Agua Blanca Poblado,8,Tlapaleria,2
7,Agua Blanca Poblado,8,Tortillerias,5
7,Agua Blanca Poblado,8,Venta y consumo de bebidas de baja graduacion,4
7,Agua Blanca Poblado,8,VIdrieria,2
7,Agua Blanca Poblado,8,Vinos y licores en vinaterias y giros similiares,5
7,Agua Blanca Poblado,8,Vivero,1
7,Agua Blanca Poblado,8,Zapateria,1
8,Agua Blanca Industrial,8,Abarrotes,21
8,Agua Blanca Industrial,8,Agencia de publicidad,1
8,Agua Blanca Industrial,8,Alimentos,5
8,Agua Blanca Industrial,8,Alimentos para uso animal,1
8,Agua Blanca Industrial,8,Almacen,8
8,Agua Blanca Industrial,8,Almacenamiento de alcohol,1
8,Agua Blanca Industrial,8,Bebidas sin contenido alcoholico,1
8,Agua Blanca Industrial,8,Billar categoria B,1
8,Agua Blanca Industrial,8,Bisuteria,1
8,Agua Blanca Industrial,8,Bodega,20
8,Agua Blanca Industrial,8,Bodega sin ingresos,1
8,Agua Blanca Industrial,8,Boneteria y merceria,2
8,Agua Blanca Industrial,8,Carniceria,3
8,Agua Blanca Industrial,8,Carpinteria,2
8,Agua Blanca Industrial,8,Centro de acopio,2
8,Agua Blanca Industrial,8,Chatarra,1
8,Agua Blanca Industrial,8,Clinica veterinaria,1
8,Agua Blanca Industrial,8,Compra venta de procesamiento de cebo de origen animal para uso industrial,1
8,Agua Blanca Industrial,8,"Compra, venta, almacenamiento y distribucion de carne",1
8,Agua Blanca Industrial,8,Diseño e impresion,1
8,Agua Blanca Industrial,8,Dobladora de lamina,1
8,Agua Blanca Industrial,8,Elaboracion de tostadas,1
8,Agua Blanca Industrial,8,Empacado de carne,1
8,Agua Blanca Industrial,8,Empacadora (alimentos),1
8,Agua Blanca Industrial,8,Equipo,1
8,Agua Blanca Industrial,8,Escuela preescolar,1
8,Agua Blanca Industrial,8,Escuela primaria,2
8,Agua Blanca Industrial,8,Estetica,5
8,Agua Blanca Industrial,8,Fabricas e industrias,62
8,Agua Blanca Industrial,8,Farmacia,2
8,Agua Blanca Industrial,8,Ferreteria,2
8,Agua Blanca Industrial,8,Frutas y verduras,1
8,Agua Blanca Industrial,8,Herreria,1
8,Agua Blanca Industrial,8,Imprenta,1
8,Agua Blanca Industrial,8,Lavanderia,1
8,Agua Blanca Industrial,8,Manufactura domiciliaria,3
8,Agua Blanca Industrial,8,Maquinaria general,1
8,Agua Blanca Industrial,8,Material electrico,1
8,Agua Blanca Industrial,8,Material para construccion,3
8,Agua Blanca Industrial,8,Minisuper,1
8,Agua Blanca Industrial,8,Miscelanea,1
8,Agua Blanca Industrial,8,Molino de nixtamal,1
8,Agua Blanca Industrial,8,Muebleria,2
8,Agua Blanca Industrial,8,Oficinas administrativas,5
8,Agua Blanca Industrial,8,Optica,2
8,Agua Blanca Industrial,8,Paleteria,1
8,Agua Blanca Industrial,8,Prestamos prendarios,1
8,Agua Blanca Industrial,8,Productos quimicos,1
8,Agua Blanca Industrial,8,Purificacion y envasado de agua para uso humano,6
8,Agua Blanca Industrial,8,Refaccionaria,2
8,Agua Blanca Industrial,8,Renta de sistema de computo,2
8,Agua Blanca Industrial,8,Renta inmobiliario y articulos para fiesta,1
8,Agua Blanca Industrial,8,Ropa,3
8,Agua Blanca Industrial,8,Salon de eventos,2
8,Agua Blanca Industrial,8,Salon de fiestas infantiles,1
8,Agua Blanca Industrial,8,Soldadura en general,1
8,Agua Blanca Industrial,8,Taller,1
8,Agua Blanca Industrial,8,Taller autoeletrico,2
8,Agua Blanca Industrial,8,Taller de aparatos electronicos y electricos,1
8,Agua Blanca Industrial,8,Taller de bicicletas,2
8,Agua Blanca Industrial,8,Taller de costura,1
8,Agua Blanca Industrial,8,Taller de laminado y pintura,2
8,Agua Blanca Industrial,8,Taller de torno,2
8,Agua Blanca Industrial,8,Taller mecanico,3
8,Agua Blanca Industrial,8,Telas,1
8,Agua Blanca Industrial,8,Tlapaleria,1
8,Agua Blanca Industrial,8,Tortilleria,1
8,Agua Blanca Industrial,8,Troqueles taller mecanico industrial,1
8,Agua Blanca Industrial,8,Venta de articulos eroticos,1
8,Agua Blanca Industrial,8,Venta de bebida de baja graduacion,1
8,Agua Blanca Industrial,8,Vidriera,2
8,Agua Blanca Industrial,8,Vinos y licores en vinaterias y giros similires,1
8,Agua Blanca Industrial,8,Zapateria,1
9,Agua Blanca Sur,8,Abarrotes,12
9,Agua Blanca Sur,8,Actividades extractivas,1
9,Agua Blanca Sur,8,Agua purificada,1
9,Agua Blanca Sur,8,Alimentos,5
9,Agua Blanca Sur,8,Articulos de limpieza,1
9,Agua Blanca Sur,8,Bodega,7
9,Agua Blanca Sur,8,Boneteria y merceria,1
9,Agua Blanca Sur,8,C. V. Fab. Dist. Impot. y Exportacion de equipo de comunicacion,1
9,Agua Blanca Sur,8,Carniceria,4
9,Agua Blanca Sur,8,Carpinteria,1
9,Agua Blanca Sur,8,Cereales y semillas,1
9,Agua Blanca Sur,8,Escuela preescolar,1
9,Agua Blanca Sur,8,Estetica,1
9,Agua Blanca Sur,8,Fabricas e industrias,8
9,Agua Blanca Sur,8,Jugueteria,1
9,Agua Blanca Sur,8,Material de construccion,1
9,Agua Blanca Sur,8,Miscelanea,2
9,Agua Blanca Sur,8,Oficina administrativa,4
9,Agua Blanca Sur,8,Panaderia,1
9,Agua Blanca Sur,8,Pañales,1
9,Agua Blanca Sur,8,Papeleria,3
9,Agua Blanca Sur,8,Refaccionaria,1
9,Agua Blanca Sur,8,Salon de belleza,1
9,Agua Blanca Sur,8,Salon de eventos,1
9,Agua Blanca Sur,8,Salon de fiestas infantiles,1
9,Agua Blanca Sur,8,Taller de aparatos electronicos y electrodomesticos,2
9,Agua Blanca Sur,8,Taller de costura,1
9,Agua Blanca Sur,8,Taller de torno,1
9,Agua Blanca Sur,8,Taller mecanico,2
9,Agua Blanca Sur,8,Telas,1
9,Agua Blanca Sur,8,Tlapaleria,1
9,Agua Blanca Sur,8,Tortilleria,1
9,Agua Blanca Sur,8,Venta de bebidas de baja graduacion,5
9,Agua Blanca Sur,8,Venta de material electrico en general,1
10,Agua Fría,2A,Abarrotes,34
10,Agua Fría,2A,Alimentos,4
10,Agua Fría,2A,Articulos de belleza,1
10,Agua Fría,2A,Articulos de limpieza,2
10,Agua Fría,2A,Carniceria,1
10,Agua Fría,2A,Centro de acopio,1
10,Agua Fría,2A,Consultorio medico,1
10,Agua Fría,2A,Dulceria,2
10,Agua Fría,2A,Estetica,2
10,Agua Fría,2A,Expendio de pollo,1
10,Agua Fría,2A,Frutas y verduras,1
10,Agua Fría,2A,Juegos de videos,1
10,Agua Fría,2A,Miscelanea,2
10,Agua Fría,2A,Panaderia,1
10,Agua Fría,2A,Papeleria,2
10,Agua Fría,2A,Papeleria,2
10,Agua Fría,2A,Pasteleria y postres,1
10,Agua Fría,2A,Prestamos prendarios,4
10,Agua Fría,2A,Renta de sistema de computo,4
10,Agua Fría,2A,Ropa,2
10,Agua Fría,2A,Tlapaleria,1
10,Agua Fría,2A,Venta de bebidas de baja graduacion,1
11,"Águilas, Las",6,Abarrotes,45
11,"Águilas, Las",6,Academia de activiades deportivas y esparcimiento,3
11,"Águilas, Las",6,Academia de actividades tecnicas y de capacitacion,9
11,"Águilas, Las",6,Accesorios,3
11,"Águilas, Las",6,Acuario,1
11,"Águilas, Las",6,Agencia de autos nuevos,1
11,"Águilas, Las",6,Agencia de mensajeria y paqueteria,2
11,"Águilas, Las",6,Agencia de motocicletas,1
11,"Águilas, Las",6,Agencia de viajes,9
11,"Águilas, Las",6,Agroquimicos,1
11,"Águilas, Las",6,Alimentos,108
11,"Águilas, Las",6,Almacen,4
11,"Águilas, Las",6,Aparatos electronicos,4
11,"Águilas, Las",6,Articulos de belleza,4
11,"Águilas, Las",6,Articulos de decoracion,2
11,"Águilas, Las",6,Articulos de limpieza,4
11,"Águilas, Las",6,Articulos eroticos,1
11,"Águilas, Las",6,Articulos para el hogar,1
11,"Águilas, Las",6,Auto baño,2
11,"Águilas, Las",6,Basculas servicio y asistencia,1
11,"Águilas, Las",6,Bazar,2
11,"Águilas, Las",6,Bebidas sin contenido alcoholico,3
11,"Águilas, Las",6,Bicicletas,1
11,"Águilas, Las",6,Blancos,3
11,"Águilas, Las",6,Bodega,3
11,"Águilas, Las",6,Boneteria y merceria,11
11,"Águilas, Las",6,Botanas,1
11,"Águilas, Las",6,Carniceria,11
11,"Águilas, Las",6,Carpinteria,3
11,"Águilas, Las",6,Casa de cambio,3
11,"Águilas, Las",6,Centro de copiado,1
11,"Águilas, Las",6,Centro nocturno,1
11,"Águilas, Las",6,Cereales y semillas,1
11,"Águilas, Las",6,Cerrajeria,5
11,"Águilas, Las",6,Cerveza con alimentos,2
11,"Águilas, Las",6,Clinicas,2
11,"Águilas, Las",6,Combustibles para filmaciones,1
11,"Águilas, Las",6,Compra venta de computadoras,2
11,"Águilas, Las",6,Compra venta de equipo para laboratorio,1
11,"Águilas, Las",6,Compra venta de productos veterinarios,1
11,"Águilas, Las",6,Compra venta de vidrios y marcos,1
11,"Águilas, Las",6,Compra venta y consignacion de autos usados,5
11,"Águilas, Las",6,Compra venta y procesado de cafe,1
11,"Águilas, Las",6,Consultorio Odontologico,16
11,"Águilas, Las",6,Consultorio psicologico,1
11,"Águilas, Las",6,Consultorios,6
11,"Águilas, Las",6,Consultorios medicos,7
11,"Águilas, Las",6,Cremeria,10
11,"Águilas, Las",6,Desechables,1
11,"Águilas, Las",6,Detallado automotriz,3
11,"Águilas, Las",6,Discotec,1
11,"Águilas, Las",6,Diseño e impresion,2
11,"Águilas, Las",6,Dulceria,4
11,"Águilas, Las",6,Elaboracion de productos helados,1
11,"Águilas, Las",6,Elaboracion y venta de galletas,1
11,"Águilas, Las",6,Equipo,2
11,"Águilas, Las",6,Equipo de iluminacion,1
11,"Águilas, Las",6,Escuelas ,10
11,"Águilas, Las",6,Estetica,55
11,"Águilas, Las",6,Estudio cinematrografico,1
11,"Águilas, Las",6,Estudio fotografico,4
11,"Águilas, Las",6,Expendio de pollo,10
11,"Águilas, Las",6,Fabricas e industrias,3
11,"Águilas, Las",6,Farmacia,11
11,"Águilas, Las",6,Ferreteria,5
11,"Águilas, Las",6,Floreria,6
11,"Águilas, Las",6,Frutas y verduras,8
11,"Águilas, Las",6,Fuente de sodas,2
11,"Águilas, Las",6,Gasolinera,1
11,"Águilas, Las",6,Gimnasio,2
11,"Águilas, Las",6,Guarderias,3
11,"Águilas, Las",6,Herrajes en general,1
11,"Águilas, Las",6,Herreria,2
11,"Águilas, Las",6,Imprenta,10
11,"Águilas, Las",6,Institucion bancaria y de credito,5
11,"Águilas, Las",6,Istalacion de equipo de sonido,2
11,"Águilas, Las",6,Jugueteria,1
11,"Águilas, Las",6,Laboratorio de analisis clinico,2
11,"Águilas, Las",6,Laboratorio dental,2
11,"Águilas, Las",6,Lavanderia,5
11,"Águilas, Las",6,Llantera,5
11,"Águilas, Las",6,Manufactura domiciliaria,2
11,"Águilas, Las",6,Marcos y molduras,1
11,"Águilas, Las",6,Mariscos en estado natural,1
11,"Águilas, Las",6,Material de construccion,3
11,"Águilas, Las",6,Material discografico,1
11,"Águilas, Las",6,Material electrico,3
11,"Águilas, Las",6,Material prefabricado de tablarroca,1
11,"Águilas, Las",6,Minisuper,6
11,"Águilas, Las",6,Miscelanea,5
11,"Águilas, Las",6,Molino de nixtamal,2
11,"Águilas, Las",6,Muebleria,12
11,"Águilas, Las",6,Neveria,1
11,"Águilas, Las",6,Oficinas administrativas,75
11,"Águilas, Las",6,Optica,2
11,"Águilas, Las",6,Paletaria,4
11,"Águilas, Las",6,Panaderia,2
11,"Águilas, Las",6,Papeleria,21
11,"Águilas, Las",6,Pasteleria y postres,1
11,"Águilas, Las",6,Pintura anuncios y rotulos en general,3
11,"Águilas, Las",6,Pinturas,7
11,"Águilas, Las",6,Pisos,1
11,"Águilas, Las",6,Planchaduria,8
11,"Águilas, Las",6,Prestacion de servicios,2
11,"Águilas, Las",6,Prestacion de servicios y venta de productos de informatica,1
11,"Águilas, Las",6,Prestamos prendarios,1
11,"Águilas, Las",6,Purificacion y envasado de agua para consumo humano,4
11,"Águilas, Las",6,Recepcion de paqueteria,1
11,"Águilas, Las",6,Recepcion y entrega de ropa para tintoreria,4
11,"Águilas, Las",6,Refaccionaria,13
11,"Águilas, Las",6,Regalos,11
11,"Águilas, Las",6,Relojeria,1
11,"Águilas, Las",6,Renta de equipo de computo,12
11,"Águilas, Las",6,Reparacion de molduras,1
11,"Águilas, Las",6,Reparcion de plantas purificadoras de agua,1
11,"Águilas, Las",6,Restaurant,4
11,"Águilas, Las",6,Ropa,16
11,"Águilas, Las",6,Rosticeria,3
11,"Águilas, Las",6,Salon de eventos,1
11,"Águilas, Las",6,Servicio de frenos,1
11,"Águilas, Las",6,Servicio de reparacion de otros articulos y aparatos,1
11,"Águilas, Las",6,Taller,3
11,"Águilas, Las",6,Taller autoelectrico,6
11,"Águilas, Las",6,Taller de aparatos electronicos y electrodomesticos,15
11,"Águilas, Las",6,Taller de calzado,5
11,"Águilas, Las",6,Taller de costura,6
11,"Águilas, Las",6,Taller de joyeria,3
11,"Águilas, Las",6,Taller de laminado y pintura,2
11,"Águilas, Las",6,Taller de mofles,2
11,"Águilas, Las",6,Taller de motos,1
11,"Águilas, Las",6,Taller de pulido de marmol y cantera,2
11,"Águilas, Las",6,Taller de torno,4
11,"Águilas, Las",6,Taller mecanico,26
11,"Águilas, Las",6,Tapiceria,4
11,"Águilas, Las",6,Tatuajes y perforaciones,1
11,"Águilas, Las",6,Telas,1
11,"Águilas, Las",6,Telefonos celurares,4
11,"Águilas, Las",6,Tienda de autoservicio,1
11,"Águilas, Las",6,Tienda de deportes,1
11,"Águilas, Las",6,Tienda naturista y vegetariana,5
11,"Águilas, Las",6,Tlapaleria,3
11,"Águilas, Las",6,Tortilleria,7
11,"Águilas, Las",6,Venta de boletos,1
11,"Águilas, Las",6,Venta de bolsas,1
11,"Águilas, Las",6,Venta de tostadas,1
11,"Águilas, Las",6,Venta y consumo de bebidas de baja graduacion,4
11,"Águilas, Las",6,Veterinaria,7
11,"Águilas, Las",6,Video club ,3
11,"Águilas, Las",6,Video juegos,15
11,"Águilas, Las",6,Vidriera,4
11,"Águilas, Las",6,Vinos y licores,11
11,"Águilas, Las",6,Zapateria,5
12,"Agujas, Las",RS,Abarrotes,41
12,"Agujas, Las",RS,Academia de actividades deportivas y esparcimiento,1
12,"Agujas, Las",RS,Alimentos,5
12,"Agujas, Las",RS,Almacen,1
12,"Agujas, Las",RS,Articulos de belleza,2
12,"Agujas, Las",RS,Articulos de limpieza,1
12,"Agujas, Las",RS,Bodega,1
12,"Agujas, Las",RS,Carniceria,4
12,"Agujas, Las",RS,Centro botanero,1
12,"Agujas, Las",RS,Escuela preescolar,1
12,"Agujas, Las",RS,Estetica,4
12,"Agujas, Las",RS,Expendio de pollo,2
12,"Agujas, Las",RS,Fabricas e indistrias,1
12,"Agujas, Las",RS,Farmacia,1
12,"Agujas, Las",RS,Frutas y verduras,2
12,"Agujas, Las",RS,Herreria,1
12,"Agujas, Las",RS,Juegos de video,2
12,"Agujas, Las",RS,Lavanderia,1
12,"Agujas, Las",RS,Manufactura domiciiaria,1
12,"Agujas, Las",RS,Miscelanea,12
12,"Agujas, Las",RS,Obrador,1
12,"Agujas, Las",RS,Panaderia,1
12,"Agujas, Las",RS,Pañales,1
12,"Agujas, Las",RS,Papaleria,5
12,"Agujas, Las",RS,Purificacion y envasado de agua para consumo humano,1
12,"Agujas, Las",RS,Renta de sistema de computo,4
12,"Agujas, Las",RS,Servicios funerarios,1
12,"Agujas, Las",RS,Taller de bicicletas,3
12,"Agujas, Las",RS,Taller de soldadura,1
12,"Agujas, Las",RS,Taller mecanico,2
12,"Agujas, Las",RS,Tlapaleria,3
12,"Agujas, Las",RS,Tortilleria,4
13,Alameda de Tesistán,2A,Abarrotes,1
13,Alameda de Tesistán,2A,Alimentos,1
13,Alameda de Tesistán,2A,Conservador de productos helados,1
13,Alameda de Tesistán,2A,Expendio de pollo,1
13,Alameda de Tesistán,2A,Herreria,1
13,Alameda de Tesistán,2A,Oficina administrativa,1
13,Alameda de Tesistán,2A,Refaccionaria,1
13,Alameda de Tesistán,2A,Vinos y licores,1
14,"Alameda, La",6,Alimentos,2
14,"Alameda, La",6,Almacen,1
14,"Alameda, La",6,Bodega,1
14,"Alameda, La",6,Farmacia,1
14,"Alameda, La",6,Ferreteria,2
14,"Alameda, La",6,Material electrico,2
14,"Alameda, La",6,Pinturas,1
14,"Alameda, La",6,Refaccionaria,1
14,"Alameda, La",6,Restaurant bar,1
14,"Alameda, La",6,Tintoreria,1
14,"Alameda, La",6,Vinos y licores,1
15,"Alamitos, Los",3,Abarrotes,1
15,"Alamitos, Los",3,Academia de activiades tecnicas y de capacitacion,1
15,"Alamitos, Los",3,Accesorios automotrices,1
15,"Alamitos, Los",3,Farmacia,1
15,"Alamitos, Los",3,Micelanea,1
15,"Alamitos, Los",3,Refaccionaria,1
15,"Alamitos, Los",3,Taller de aparatos electronicos y electricos,1
15,"Alamitos, Los",3,Taller mecanico,1
15,"Alamitos, Los",3,Telefonos celulares,2
